text,source,date,url
"The government bears the onus of explaining the requirements, implications and restrictions that 
would arise from the proposed constitutional provision. That requires the publication of independent 
legal advice on the proposed provision - preferably from Solicitor-General Stephen Donaghue rather than 
those associated with the “yes” case.  
That has not happened.  
This is quite apart from the failure to provide an outline of the statute that would create the new 
entity if the referendum succeeds. Requiring such information is not unreasonable, nor is it racist.  These 
failures are a departure from normal practice and should not be rewarded.  They show insufficient 
respect for the fact that the Constitution draws its legitimacy not from politicians and insiders but from 
the entire community.  
We are being asked to abandon equality of citizenship - one of our most important values - in order",The Case for Voting No - Rule of Law Education Centre.pdf,2023-09-14,https://www.ruleoflaw.org.au/wp-content/uploads/Voice-Case-for-No-PDF.pdf
"and other radical changes.
“This is the first step, it’s a vital step and it puts all the explanation behind it. ‘Pay the Rent’ for example, how do 
we do that in a way that is transparent and that actually sees reparations and compensation to Aboriginal and Torres Strait Islander people…?”
(Thomas Mayo, Referendum Working Group)
6
The Uluru Statement from the Heart says a Voice is a first step, before a treaty and truth telling.
By definition, a treaty is an agreement between governments, not between one group of citizens and its 
government.
A member of the Government’s Referendum Working Group has described “truth” as “leverage” to lead to “the 
abolishment of the old colonial institutions”.
“It is a way to further what we need for our people in any negotiations for treaties and for other things like legislation, reform and abolishment of the institutions, the old colonial institutions that harm us.”
(Thomas Mayo, Referendum Working Group)
7",Official Referendum Booklet.pdf,2023-09-14,https://www.aec.gov.au/referendums/files/pamphlet/referendum-booklet.pdf
"62 *** 
 
Our Constitution belongs to all 
Australians.  
 
 
 
 
 
 
 
 
 
 
 
 
*** 
 
Our Parliament is there to represent all 
Australians.  
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
*** 
 
It now includes a record 11 Indigenous 
Members and Senators.  
 *** 
 
This is correct in that section 128 of the 
Constitution gives the task of changing 
the Constitution to the Australian 
people, reflecting the popular 
sovereignty that rests in their hands. 
There is nothing in the constitutional 
proposal that changes the pop ular 
sovereignty at the heart of the 
Australian Constitution. The requirement 
for a referendum to decide whether to 
amend the Constitution reflects this 
popular ownership.  
 
 
*** 
 
While this is correct, and reflected in the 
requirements in sections 7 and 24 of the 
Constitution that the Senate and the 
House of Representatives are ”directly 
chosen by the people”, there is nothing 
in the proposed constitutional 
amendment that will chan ge the",Expert Analysis of the 'Official Yes and No Cases' published by the Australian Electorial Commission - UNSW.pdf,2023-09-14,https://www.gtcentre.unsw.edu.au/sites/default/files/documents/Expert%20Analysis%20Yes%20No%20Pamphlet%2028%20August%20FINAL.pdf
"process as well as the design and proposed reforms of ATSIC.
Importantly, however, the government recognises the need for further consultation with Indigenous
people on the specific design of the Voice.
These commitments will ensure the Voice is representative of the diversity of Aboriginal and Torres
Strait Islander views.
5. Is the Voice in breach of international human rights standards?
No. In fact, the Voice is supported under international human rights law as it recognises Indigenous
peoples’ rights to political representation and is consistent with the UN Declaration on the Rights of 
Indigenous Peoples.
In human rights and international law, equality and anti-discrimination means more than just
treating people exactly the same. Indeed, this type of formal equality will often result in ongoing
discrimination against people who have been historically marginalised because it doesn’t redress
institutional and structural discrimination, or recognise difference.",10 questions about the Voice to Parliament answered by the experts - The Conversation.pdf,2023-09-14,https://theconversation.com/10-questions-about-the-voice-to-parliament-answered-by-the-experts-207014
"core function. There is significant detail 
relating to these matters. The detail of 
the Voice model will be determined 
through the ordinary parliamentary 
process, and subject to changes, 
amendments and improvements.  
 
*** 
 
This is misleading, in that the 
constitutional amendment provides for 
the establishment of the Voice and its 
core function, and then leaves the 
details to Parliament, to be determined 
through the ordinary, democratic 
parliamentary process. As with all laws, 
the Parliament will need to create a 
Voice that is consistent with the whole 
constitutional document: one that 
doesn’t undermine the functioning of 
the democratic system, nor interfere 
with the separation of powers.  
 
*** 
 
The statement in this quote that we 
don’t know the detail is misleading for 
two reasons. Full details have been 
provided to the Australian people about 
the constitutional amendment, that is, 
the part of the proposal that will be put",Expert Analysis of the 'Official Yes and No Cases' published by the Australian Electorial Commission - UNSW.pdf,2023-09-14,https://www.gtcentre.unsw.edu.au/sites/default/files/documents/Expert%20Analysis%20Yes%20No%20Pamphlet%2028%20August%20FINAL.pdf
"(Ian Callinan AC KC, former High Court Judge)
1
This opens a legal can of worms.
2. THERE ARE NO DETAILS
This is a big decision. However, the Government won’t reveal key details before the vote.
We don’t know how it will help disadvantaged communities and close the gap.We don’t know how many members this Voice would have.We don’t know if they would be elected or chosen, or how this would occur.We don’t know how it would make representations or be held accountable.
These details would only be worked through after Australians have voted.
According to the Yes campaign, it “doesn’t make sense” to have details before the vote:
“It doesn’t make any sense to do that detailed consultation until we have the support of the Australian people 
to change the constitution.”
(Yes23 Brochure)
This is the wrong way around.",Official Referendum Booklet.pdf,2023-09-14,https://www.aec.gov.au/referendums/files/pamphlet/referendum-booklet.pdf
"“A national voice cannot speak for country.”
(Nyunggai Warren Mundine AO, Australians for Unity board member and Bundjalung man)
Right now, many voices are crying out for help in tackling devastating social problems in some remote 
communities. What’s needed is action.
“What we need in Canberra is ears, not a Voice.”
(Senator Jacinta Nampijinpa Price, Shadow Minister for Indigenous Australians and Warlpiri woman)
5. NO ISSUE IS BEYOND ITS SCOPE
This Voice model isn’t just to the Parliament, it goes much further – to all areas of “Executive Government”. That 
includes all government departments, agencies and other bodies (like the Reserve Bank).
Decisions in relation to the economy, national security, infrastructure, health, education and more, would all be 
within its scope.
In the words of a member of the Government’s Referendum Working Group:
“The voice will be able to speak to all parts of the government, including the cabinet, ministers, public servants,",Official Referendum Booklet.pdf,2023-09-14,https://www.aec.gov.au/referendums/files/pamphlet/referendum-booklet.pdf
"Constitution that the Senate and the 
House of Representatives are ”directly 
chosen by the people”, there is nothing 
in the proposed constitutional 
amendment that will chan ge the 
representative nature of the Australian 
Parliament, nor change the functions 
and powers of the Australian Parliament. 
Rather, those functions and powers will 
be improved through the input of 
Aboriginal and Torres Strait Islander 
peoples. In this way , the Commonwealth 
Solicitor -General referred to the 
amendment as enhancing the system of 
democracy in Australia, and not 
impeding or fettering the powers of the 
Parliament or the Executive.  
 
*** 
 
This is correct, and it represents a record 
number of Indi genous MPs in the 
Commonwealth Parliament. But the  
 63  
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
*** 
 
Our national anthem was recently 
changed to reflect the fact we are “one 
and free”.  
 
 
*** 
 
By contrast, this Voice would 
permanently divide Australians, in",Expert Analysis of the 'Official Yes and No Cases' published by the Australian Electorial Commission - UNSW.pdf,2023-09-14,https://www.gtcentre.unsw.edu.au/sites/default/files/documents/Expert%20Analysis%20Yes%20No%20Pamphlet%2028%20August%20FINAL.pdf
"The High Court has consistently stayed out of the internal proceedings of parliament. It does not
determine what parliament should or should not consider when passing laws. Due to the separation of
powers, the courts cannot instruct parliament to give effect to representations by the Voice.
The V oice to Parliament might, for example, give advice on how best to ensure Indigenous Australians
are able to vote in elections.  Karen Michelmore/AAP05/09/2023, 04:53 What happens if the government goes against the advice of the V oice to Parliament?
https://theconversation.com/what-happens-if-the-government-goes-against-the-advice-of-the-voice-to-parliament-200517 4/5However, the courts can review a government decision that affects the interests of people if it was
made in an unfair manner. If, for example, a law said the decision-maker must take into account
representations of the Voice before making a certain type of decision, failure to do so would mean the",What happens if the government goes against the advice of the Voice to Parliament - The Conversation.pdf,2023-09-14,https://theconversation.com/what-happens-if-the-government-goes-against-the-advice-of-the-voice-to-parliament-200517
"***  
 
This is correct in that the request for the  
constitutionally -enshrined  Voice came from the 
national deliberative consultation process with 
Aboriginal and Torres Strait Islander people, 
known as the Regio nal Dialogues and the First 
Nations Constitutional Convention  at Uluru .  
 
 
*** 
 
The opening line of the constitutional 
amendment explicitly ties the creation of the 
Voice to the recognition of Aboriginal and Torres 
Strait Islander peoples as the First Peop les of 
Australia.  
 
*** 
The constitutional amendment refers to the 
Aboriginal and Torres Strait Islander Voice as 
being a ‘body’. The composition of the Voice  will 
be determined by the Parliament in designing 
the detail of the body. The Government’s  
public ly released  ‘Design Principles’ include  that 
the Voice will be made up of and chosen by 
Aboriginal and Torres Strait Islander people.  
 
 
*** 
 
This requires clarification in that the Voice will",Expert Analysis of the 'Official Yes and No Cases' published by the Australian Electorial Commission - UNSW.pdf,2023-09-14,https://www.gtcentre.unsw.edu.au/sites/default/files/documents/Expert%20Analysis%20Yes%20No%20Pamphlet%2028%20August%20FINAL.pdf
"on which the Voice will provide advice must 
relate to Aboriginal and Torres Strait Islander 
peoples. Within this deliberately broad set of 
matters , the outer limits of which will be legally  
 17 health to improving services in 
remote areas.  
 
 
 
 
 
 
 
 
 
 
*** 
 
Parliament and Government 
will still be responsible for all 
laws, programs and funding.  
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
*** 
 
Patrick Dodson, Senator for 
Western Australia, Yawuru 
Elder:  ""When people on the 
ground are listened to and 
engaged, better laws and 
policies are made. Advice from 
the Voice will make our enforceable , the Vo ice will determine its own 
priorities. The Voice will be accountable to those 
whom it represents, a key force for ensuring it 
will focus on the  priority  issues facing Aboriginal 
and Torres Strait Islander communities . 
Statements from Aboriginal and Torres Strait 
Islander people indicate that their priorities for 
the work of the Voice relate to health, housing,",Expert Analysis of the 'Official Yes and No Cases' published by the Australian Electorial Commission - UNSW.pdf,2023-09-14,https://www.gtcentre.unsw.edu.au/sites/default/files/documents/Expert%20Analysis%20Yes%20No%20Pamphlet%2028%20August%20FINAL.pdf
"people were excluded from it. But since the section was amended in 1967, following a nationwide
campaign for change, it has included the power to make such laws “for people […] of the aboriginal
race in any State”.
As was intended in 1967, the power has been exercised for the benefit of Aboriginal and Torres Strait
Islander people (such as in relation to native title and cultural heritage protection laws). On the other
hand, the same power could also arguably be used to pass laws that operate to their detriment. Its
existence and breadth underscores the need for a mechanism – the Voice – to listen to the very people
to whom those laws would apply.
3. How will the Voice make a practical difference?
The Voice will give Aboriginal and Torres Strait Islander people a constitutionally guaranteed right to
speak to government and the parliament about what’s needed for practical improvements to people’s
lives. This in turn would help address disadvantage and systemic discrimination.",10 questions about the Voice to Parliament answered by the experts - The Conversation.pdf,2023-09-14,https://theconversation.com/10-questions-about-the-voice-to-parliament-answered-by-the-experts-207014
"05/09/2023, 05:02 Why can’t we just establish the V oice to Parliament through legislation? | UNSW Newsroom
https://newsroom.unsw .edu.au/news/business-law/why-can’t-we-just-establish-voice-parliament-through-legislation 1/4Legislation is an unsatisfactory way to institute a V oice to Parliament because, among
other reasons, it would make the body insecure and vulnerable to the whims of different
governments.
Photo: Shutterstock
It would be possible for the federal parliament to establish an Indigenous V oice by passing ordinary
legislation. But such a body would be fundamentally dif ferent  from the constitutionally enshrined V oice we are
being asked to approve at a referendum later this year .
First, only a constitutional V oice responds to the call for reform set out in the Uluru Statement from the Heart .
That document was endorsed at the 2017 National Constitutional Convention at Uluru, which was the",Establish the Voice to Parliament through legislation - UNSW Newsroom.pdf,2023-09-14,https://newsroom.unsw.edu.au/news/business-law/why-can’t-we-just-establish-voice-parliament-through-legislation
"structural constitutional reform, which is 
why it is often referred to (for instance, 
in the Yes argument) as recognition 
‘through’ the Voice  and practical 
recognition .  
 
*** 
 
Whether this is the ‘biggest change’ is a 
subjective claim that is difficult to 
measure. What can be said is that past 
referendums have made significant 
changes to our Constitution . For 
instance, Australians have voted for 
important changes to our federal 
system, including the expansion of 
Commonwealth legislative power over 
social services (1946) and Aboriginal 
and Torres Strait Islander peoples 
(1967), and the alterati on of the 
financial relationship between the 
Commonwealth and the States (1928).  
 
 
***  
 39  
It is legally risky, with unknown 
consequences.  
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
  
While calculating the exact legal 
interpretation  of any new proposal 
cannot be done with absolute certainty,",Expert Analysis of the 'Official Yes and No Cases' published by the Australian Electorial Commission - UNSW.pdf,2023-09-14,https://www.gtcentre.unsw.edu.au/sites/default/files/documents/Expert%20Analysis%20Yes%20No%20Pamphlet%2028%20August%20FINAL.pdf
"*** 
 
Australia hasn’t changed its Constitution 
since 1977. This would be the biggest 
change to our democracy in 
Australia’s history.   
 
 
 
 
 This is misleading in that it does not 
reflect the overwhelming majority of  
legal opinion that has confirmed the 
proposal for the Voice in the 
constitutional amendment is legally and 
constitutionally sound, and unlikely to 
result in significant court litigation, delay 
or dysfunction within government.  
 
*** 
 
This is correct: the C onstitution is the 
most important legal document in that 
it is the supreme law. The words of the 
Constitution are interpreted by the 
Government, the Parliament, and in 
most cases, ultimately the High Court of 
Australia.  
   
*** 
 
It is correct that the Austr alian 
Constitution has not been changed 
through a referendum since 1977.  
 
Whether this is the ‘biggest change’  to 
our democracy in Australia’s history  is a 
subjective claim that is difficult to",Expert Analysis of the 'Official Yes and No Cases' published by the Australian Electorial Commission - UNSW.pdf,2023-09-14,https://www.gtcentre.unsw.edu.au/sites/default/files/documents/Expert%20Analysis%20Yes%20No%20Pamphlet%2028%20August%20FINAL.pdf
"If passed, it would represent the biggest change to our Constitution in our history.It is legally risky, with unknown consequences. It would be divisive and permanent.If you don’t know, vote no.
RISKY
We all want to help Indigenous Australians in disadvantaged communities. However, this Voice is not the answer 
and presents a real risk to our system of government.
This Voice specifically covers all areas of “Executive Government”. This means no issue is beyond its reach.The High Court would ultimately determine its powers, not the Parliament.It risks legal challenges, delays and dysfunctional government.
UNKNOWN
No details have been provided on how members of the Voice would be chosen or how it would operate. 
Australians are being asked to vote first before these details are worked out.
Australians should have details before the vote, not after.We don’t know how it will work, we don’t know who will be on it, but we do know it will permanently divide us as 
Australians.",Official Referendum Booklet.pdf,2023-09-14,https://www.aec.gov.au/referendums/files/pamphlet/referendum-booklet.pdf
"government and the Parliament on matters 
affecting Aboriginal and Torres Strait Islander 
people , so that decisions and laws are informed 
by those views. There is substantial academic 
research that supports t he claim that when the 
government listens to the views of Aboriginal 
and Torres Strait Islander people, this leads to  
 11  
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
*** 
 
Better Results  
■ Making practical progress in 
Indigenous health, education, 
employment and housing, so 
people have a better life.  
 
 
 
 
*** 
 
It's a change only you can 
make happen.  better decisions, in the sense of better outcomes 
and better use of public money. The positive 
impact of listening to Indigenous voices is  
supported by research such as that conducted in 
Australia led by Professors Fiona Stanley and 
Marcia Langton , and internationally at the 
Harvard Project on Indigenous Governance and 
Development . 
 
The recent Productivity Commission’s  draft",Expert Analysis of the 'Official Yes and No Cases' published by the Australian Electorial Commission - UNSW.pdf,2023-09-14,https://www.gtcentre.unsw.edu.au/sites/default/files/documents/Expert%20Analysis%20Yes%20No%20Pamphlet%2028%20August%20FINAL.pdf
"process.  
 
10. THERE ARE BETTER WAYS FORWARD  
 
 
 
 
*** 
 
This referendum is not about simply 
recognising Indigenous Australians in 
the Constitution.  
 
 
*** 
 
That can be achieved without tying it 
to a risky, unknown and permanent 
Voice.  
 
Recognition has the widespread support 
of Australians. However, this Voice 
proposal is the problem.  
 
 
 
 
 There is no concrete proposal put 
forward to address the issues that the 
Voice is directed at provided under this 
‘reason’.  
 
*** 
 
It is correct that the Voice is about both 
recognition and practical  reform, which 
is why it is referred to as recognition 
‘through’ the Voice.  
 
*** 
 
This is misleading. Constitutional 
recognition of the place of Aborig inal 
and Torres Strait Islander in another way 
– such as a symbolic statement or 
preamble in the Constitution – would be 
a form of recognition that has been 
rejected by Aboriginal and Torres Strait 
Islander people. Any other form of",Expert Analysis of the 'Official Yes and No Cases' published by the Australian Electorial Commission - UNSW.pdf,2023-09-14,https://www.gtcentre.unsw.edu.au/sites/default/files/documents/Expert%20Analysis%20Yes%20No%20Pamphlet%2028%20August%20FINAL.pdf
"to abolish Australia Day, change our 
flag and other institutions and 
symbols  important to Australians.  
 
“It’s always been #abolishAustraliaDay, 
changing the date is a cop out.” ( Teela 
Reid, Referendum Engagement Group)  
Twitter, 24/1/2023  
 
 
 
 
 
*** State level in Australia, Victoria has 
already commenced steps towards such 
negotia tions. Other States and 
Territories in Australia are at the early 
stages of exploring these possibilities 
for agreement -making processes with 
Aboriginal and Torres Strait islander 
people.  
 
 
*** 
 
It is misleading and disingenuous to 
imply that this single statement from 
one individual means the Voice is likely 
to lead to radical changes. Abolition of 
government institutions cannot be 
achieved unilaterally by Aboriginal and 
Torres Strait Islander people. It would 
require a decision of the Parliament, or 
if it involved constitutional change, a 
decision of the Australian people 
through a referendum.  
 
 
 
***",Expert Analysis of the 'Official Yes and No Cases' published by the Australian Electorial Commission - UNSW.pdf,2023-09-14,https://www.gtcentre.unsw.edu.au/sites/default/files/documents/Expert%20Analysis%20Yes%20No%20Pamphlet%2028%20August%20FINAL.pdf
"Torres Strait Islander people. It would 
require a decision of the Parliament, or 
if it involved constitutional change, a 
decision of the Australian people 
through a referendum.  
 
 
 
*** 
 
It is correct to say that a number of  
activists, both Indigenous and non -
Indigenous, across Australia have 
advocated these changes. But it is 
misleading to omit the fact that any 
changes would not be able to be 
achieved unilaterally by the Voice. 
Action on such issues require a decision 
of th e Commonwealth, State or Territory 
Parliaments or governments, or if it 
involves constitutional change, a 
decision of the Australian people 
through a referendum.  
 
***  
 74  
If there is a constitutionally enshrined 
Voice, these calls would grow louder.  
 
 
 
 
 
 
 
 
 
*** 
 
“Australians need to understand that 
the Voice will be used to support the 
demands for recognition of coexisting 
sovereignty, a Makarrata commission 
designed to produce a treaty and",Expert Analysis of the 'Official Yes and No Cases' published by the Australian Electorial Commission - UNSW.pdf,2023-09-14,https://www.gtcentre.unsw.edu.au/sites/default/files/documents/Expert%20Analysis%20Yes%20No%20Pamphlet%2028%20August%20FINAL.pdf
"inspiring way to celebrate our shared history.
Voting Yes is an act of reconciliation that will deliver real results.
The form of recognition Indigenous Australians are asking us to support is a Voice. A vehicle for practical 
change.
Johnathan Thurston, NRL champion and coach, Gunggari man:
“Our young people deserve the chance to be their best. I work closely with schoolkids in the Yarrabah 
community in Queensland. I’ve seen the obstacles they face. Nobody understands that better than their local community. Giving them a say will mean more of our kids reach their potential. That’s what the Voice is about.”
3. Ensure people have a better life.
The Voice is a vehicle to deliver real improvements for Aboriginal and Torres Strait Islander people in:
• Life expectancy.
• Infant mortality and health.
• Education and employment.
For a long time, governments with good intentions have spent billions trying to deal with these issues.",Official Referendum Booklet.pdf,2023-09-14,https://www.aec.gov.au/referendums/files/pamphlet/referendum-booklet.pdf
"Closing the Gap Agreement  confirms that little 
progress has been made under the current 
approach, despite the investment of significant 
amounts of government funding.  
 
 
*** 
 
These are summary statements of the points 
made above.   
 33 taxpayer money on things that 
aren't working.  
 
6. The time is now.  
 
The idea of a Voice has been 
decades in the making. Many 
Aboriginal and Torres Strait 
Islander people have put in a 
great deal of hard work and 
goodwill.  
 
 
 
 
 
 
 
 
 
 
 
 
*** 
 
Voting No means nothing will 
change. It means accepting we 
can’t do better.  
 
Don't risk more of the same:  
■ Worse life expectancy.  
■ Worse results in education 
and employment.  
■ Worse outcomes in health.  
Vote Yes to break this cycle and 
unite our nation.  
 
*** 
 
Eddie Betts, Adelaide and 
Carlton AFL legend, Gubrun, 
Wirangu/ Kokatha man:    
 
The idea for a Voice was put forward in the Uluru 
Statement from the Heart, issued following a",Expert Analysis of the 'Official Yes and No Cases' published by the Australian Electorial Commission - UNSW.pdf,2023-09-14,https://www.gtcentre.unsw.edu.au/sites/default/files/documents/Expert%20Analysis%20Yes%20No%20Pamphlet%2028%20August%20FINAL.pdf
"Australia led by Professors Fiona Stanley and 
Marcia Langton , and internationally at the 
Harvard Project on Indigenous Governance and 
Development . 
 
The recent Productivity Commission’s  draft 
report (2023) into the implementation of the 
Closing the Gap Agreement also supports the 
claim that without more genuine engagement 
with Aboriginal and Torres Strait Islander people, 
progress will not be made on the socio -
economic targets in the Closing the Gap 
Agreement.  
 
*** 
 
There is substantial academic research  (see 
immediately above)  that supports this claim that 
practical progress will be made in relation to key 
indicators such as Indigenous health, education, 
employment and housing, when the government 
listens to the views of Aboriginal and Torres 
Strait Isla nder people.  
 
 
*** 
 
This statement reflects the constitutional role 
that the Australian people play in voting for a 
constitutional amendment under section 128 of 
the Constitution.",Expert Analysis of the 'Official Yes and No Cases' published by the Australian Electorial Commission - UNSW.pdf,2023-09-14,https://www.gtcentre.unsw.edu.au/sites/default/files/documents/Expert%20Analysis%20Yes%20No%20Pamphlet%2028%20August%20FINAL.pdf
"*** 
 
This reflects the position called for in the Uluru 
Statement from the Heart, issued following the 
deliberative consultations with Aboriginal and  
 25 asking us to support is a Voice. 
A vehicle for practical change.  
 
*** 
 
Johnathan Thurston, NRL 
champion and coach, 
Gunggari man:   
“Our young people deserve the 
chance to be their best. I work 
closely with schoolkids in the 
Yarrabah community in 
Queensland. I've seen the 
obstacles they face. Nobody 
understands that better than 
their local community. Giving 
them a say will mean more of 
our kids reach their potential. 
That's what the Voice is about.""  
 Torres Strait Islander people known as the 
Regional Dialogues.  
 
 
 
 
  
 26 3. Ensure people have a 
better life.  
 
The Voi ce is a vehicle to 
deliver real improvements for 
Aboriginal and Torres Strait 
Islander people in:  
■ Life expectancy.  
■ Infant mortality and 
health.  
■ Education and 
employment.  
 
*** 
 
For a long time, governments",Expert Analysis of the 'Official Yes and No Cases' published by the Australian Electorial Commission - UNSW.pdf,2023-09-14,https://www.gtcentre.unsw.edu.au/sites/default/files/documents/Expert%20Analysis%20Yes%20No%20Pamphlet%2028%20August%20FINAL.pdf
"Pamphlets  ................................ ................................ ................................ ...................... 5 
Analysis – Key to terminology  ................................ ................................ ..................... 6 
Overview – Analysis of the Yes/No case key claims ................................ .................. 7 
Analysis: The Yes Case  ................................ ................................ ................................  10 
Analysis: The No Case  ................................ ................................ ................................  38 
Biographies of Report Authors  ................................ ................................ ..................  84 
 
 
   
 3 Introduction and Executive summary  
 
With the release of the ‘Official Yes and No Cases’ by the Australian Electoral 
Commission, members of the Gilbert + Tobin Centre of Public Law  and the",Expert Analysis of the 'Official Yes and No Cases' published by the Australian Electorial Commission - UNSW.pdf,2023-09-14,https://www.gtcentre.unsw.edu.au/sites/default/files/documents/Expert%20Analysis%20Yes%20No%20Pamphlet%2028%20August%20FINAL.pdf
"the voice plus an additional seat for those islanders who reside on the mainland.  
When those three seats are included in Queensland’s tally, the sunshine state would have six of the 24 
seats on the voice - twice as many as NSW. Yet the ABS population estimates show that Queensland has 
just 273,224 Aborigines and Torres Strait Islanders, which is 66,322 fewer than in NSW.  
These departures from democratic principle would not be tolerated in any other representative body, 
state or federal, that is part of this country’s system of governance. Yet this plan for the voice would 
deprive the nation’s largest cohort of indigenous citizens - those in NSW - of fair treatment.  
These shortcomings were not mentioned by the prime minister when he rose in the House of 
Representatives on November 30 last year holding a copy of the Calma-Langton report, and said: “There 
are 280 pages of detail about how the voice will operate.”",The Case for Voting No - Rule of Law Education Centre.pdf,2023-09-14,https://www.ruleoflaw.org.au/wp-content/uploads/Voice-Case-for-No-PDF.pdf
"Voice will require more investment than 
its ongoing operation. Further, once 
established, the evidence suggests that 
the Voice will start to result in better 
outcomes, and more efficient allocation 
of government  funding, resulting in net 
funding gains from the establishment of 
the Voice.  
 
*** 
 
There are many and Aboriginal and 
Torres Strait Islander corporations in 
areas like health, land management and 
legal services, and there are some 
bodies in the States and  Territories that 
have some kind of representative 
function. However, it is misleading to 
imply that they are performing the 
intended role of the Voice. There is 
currently no national representative 
body that is available to provide advice 
to Parliament an d the Executive on the 
full suite of laws, policies and decisions 
that affect Aboriginal and Torres Strait 
Islander people.  
 
 
 
*** 
 
This is correct, according to the Portfolio 
Budget Statements 2023 -2024, $4.3",Expert Analysis of the 'Official Yes and No Cases' published by the Australian Electorial Commission - UNSW.pdf,2023-09-14,https://www.gtcentre.unsw.edu.au/sites/default/files/documents/Expert%20Analysis%20Yes%20No%20Pamphlet%2028%20August%20FINAL.pdf
"• Life expectancy.
• Infant mortality and health.
• Education and employment.
For a long time, governments with good intentions have spent billions trying to deal with these issues.
But they haven’t achieved lasting improvement because they haven’t listened to people on the ground.The current approach is broken and the Voice is our best chance to fix it.No-one thinks the Voice will instantly solve everything - but we will finally have the right approach in place.Here are three examples where listening to Indigenous people has delivered better outcomes.IMAGINE THE PROGRESS AUSTRALIA COULD MAKE WITH A VOICE.
Listening Works: Better Health Services
Community-controlled Aboriginal Medical Services employ local Indigenous people.They run clinics and visit remote areas, providing essential services like child immunisation.In South East Queensland, the local Aboriginal Medical Service and the community worked together to hugely",Official Referendum Booklet.pdf,2023-09-14,https://www.aec.gov.au/referendums/files/pamphlet/referendum-booklet.pdf
"established to give people a voice and 
to engage with government s and/or 
legislatures about matters that affect 
Indigenous peoples. The concept is not 
new and untested. Examples include the 
Sami representative bodies in Finland, 
Norway and Sweden, and the New 
Zealand Māori Council. Each has its own 
distinctive and loca l character. The 
second is that the Voice as proposed in 
the constitutional amendment is 
carefully tailored to enhance the 
Australian constitutional system of 
democracy.  
 
 
*** 
 
This is correct, and  accords with the 
views of a majority of legal experts.  
 
 
*** 
 
This is misleading. It is true to say that 
no one can say ‘for sure’ how a future 
High Court will interpret the 
constitutional amendment, and while 
there is no universal agreement 
between lega l experts, there is an 
overwhelming majority of legal expert 
opinion that the Voice in the 
constitutional amendment is 
constitutionally and legally sound, and it",Expert Analysis of the 'Official Yes and No Cases' published by the Australian Electorial Commission - UNSW.pdf,2023-09-14,https://www.gtcentre.unsw.edu.au/sites/default/files/documents/Expert%20Analysis%20Yes%20No%20Pamphlet%2028%20August%20FINAL.pdf
"Islanders. 
 Such a restriction would risk being struck down as inconsistent with the words of the constitutional 
provision which contain no such restrictions. 
The prime minister unveiled the preliminary wording of this provision in July, 2022, at the Garma 
cultural festival in Arnhem Land. The second sentence of that three-sentence provision says: 
“The Aboriginal and Torres Strait Islander voice may make representations to Parliament and the 
executive government on matters relating to Aboriginal and Torres Strait Islander people.” 
So what would this include? Native title to land clearly relates to Aboriginal and Torres Strait 
Islander people - but so does taxation and economic policy. Indigenous people pay taxes and are affected 
by economic policy. 
The involvement of the voice would be triggered by the existence of a matter that relates to 
indigenous people. The fact that such a matter might primarily relate to the broader community would be",The Case for Voting No - Rule of Law Education Centre.pdf,2023-09-14,https://www.ruleoflaw.org.au/wp-content/uploads/Voice-Case-for-No-PDF.pdf
"matters specific to Indigenous peoples (such as native title) as well as more general matters “which af fect
Aboriginal and Torres Strait Islander peoples dif ferently to other members of the Australian community”. For
instance, general election laws would fall within the scope of the V oice because of the disproportionately low
enrolment and participation rates of First Nations people.
Some have argued this remit is too broad, potentially allowing the V oice to give advice on almost any issue.
The opposition has said the V oice could present its views, for example, on the setting of interest rates or the
formulation of climate policy .
Supporters of the government’ s proposal argue  it is both necessary and appropriate for the V oice to be able
to speak on a wide range of matters. It is said that a broad remit will ensure that the V oice facilitates the
participation  of Indigenous peoples in the making of laws and policies that af fect them.",Establish the Voice to Parliament through legislation - UNSW Newsroom.pdf,2023-09-14,https://newsroom.unsw.edu.au/news/business-law/why-can’t-we-just-establish-voice-parliament-through-legislation
